Autoridad,Año,Bloque,Destino,Expediente,Fecha_llegada,Fecha_salida,Motivo,Viaticos_Total_Dolar,Viaticos_Total_Pesos,Viaticos_dolar,Viaticos_euro,Viaticos_pesos,Duracion_viaje
"PINEDO, Federico",2016,Frente PRO,Chile,1679/2016,2016-04-22 00:00:00,2016-04-22 00:00:00,Funeral expresidente Chile,0.0,0.0,0.0,0.0,0.0,0.0
"MIRKIN, Beatriz Graciela",2016,Frente para la Victoria,México,1688/2016,2016-05-09 00:00:00,2016-04-29 00:00:00,Congreso Nacional de Peatones,1250.0,18125.0,1250.0,0.0,0.0,10.0
"FELLNER, Liliana Beatriz",2016,Frente para la Victoria,Panamá,1387/2016,2016-04-09 00:00:00,2016-04-07 00:00:00,Parlatino,1000.0,14700.0,1000.0,0.0,0.0,2.0
"RODRÍGUEZ SAÁ, Adolfo",2016,PJ de San Luis,Portugal,1897/2016,2016-05-19 00:00:00,2016-05-14 00:00:00,Eurolat,1654.2056074766354,26550.0,0.0,1500.0,0.0,5.0
"PEROTTI, Omar Ángel",2016,Frente para la Victoria,Portugal,1897/2016,2016-05-19 00:00:00,2016-05-12 00:00:00,Eurolat,1791.6666666666665,25800.0,0.0,1500.0,0.0,7.0
"ROZAS, Ángel",2016,Unión Cívica Radical,Portugal,1897/2016,2016-05-20 00:00:00,2016-05-12 00:00:00,Eurolat,2508.333333333333,36120.0,0.0,2100.0,0.0,8.0
"MERA, Dalmacio Enrique",2016,Frente para la Victoria,Reino Unido de Gran Bretaña/Italia,1981/2016,2016-06-01 00:00:00,2016-05-19 00:00:00,Audiencia con el Papa y reuniones varias,2525.874125874125,36120.0,0.0,2100.0,0.0,13.0
"ITÚRREZ de CAPPELLINI, Ada Rosa Del Valle",2016,Frente Cívico Por Santiago,Ecuador,2097/2016,2016-06-05 00:00:00,2016-06-01 00:00:00,Encuentro Anual Mujeres Parlamericas,800.0,11360.0,800.0,0.0,0.0,4.0
"DURANGO, Norma Haydée",2016,PJ La Pampa,Ecuador,2097/2016,2016-06-06 00:00:00,2016-06-01 00:00:00,Encuentro Anual Mujeres Parlamericas,1000.0,14200.0,1000.0,0.0,0.0,5.0
"RIOFRÍO, Marina Raquel",2016,Frente para la Victoria,Ecuador,2097/2016,2016-06-06 00:00:00,2016-06-01 00:00:00,Encuentro Anual Mujeres Parlamericas,1000.0,14200.0,1000.0,0.0,0.0,5.0
"BOYADJIAN, Miriam Ruth",2016,Movimiento Popular Fueguino,Ecuador,2097/2016,2016-06-05 00:00:00,2016-06-01 00:00:00,Encuentro Anual Mujeres Parlamericas,800.0,11360.0,800.0,0.0,0.0,4.0
"PINEDO, Federico",2016,Frente PRO,Reino Unido de Gran Bretaña/Irlanda,2261/2016,2016-06-13 00:00:00,2016-06-03 00:00:00,Encuentro All Party Parlamentary Group,2561.7021276595747,36120.0,0.0,2100.0,0.0,10.0
"LOVERA, Daniel Aníbal",2016,PJ La Pampa,Suiza,2132/2016,2016-06-15 00:00:00,2016-06-06 00:00:00,OIT,2580.0,36120.0,0.0,2100.0,0.0,9.0
"GIACOPPO, Silvia del Rosario",2016,Unión Cívica Radical,Suiza,2132/2016,2016-06-11 00:00:00,2016-06-06 00:00:00,OIT,1842.857142857143,25800.0,0.0,1500.0,0.0,5.0
"NEGRE DE ALONSO, Liliana Teresita",2016,PJ de San Luis,Suiza,2132/2016,2016-06-11 00:00:00,2016-06-06 00:00:00,OIT,1842.857142857143,25800.0,0.0,1500.0,0.0,5.0
"PAIS, Juan Mario",2016,Frente para la Victoria,Suiza,2132/2016,2016-06-11 00:00:00,2016-06-06 00:00:00,OIT,1842.857142857143,25800.0,0.0,1500.0,0.0,5.0
"CREXELL, Carmen Lucila",2016,Movimiento Popular Neuquino,Reino Unido de Gran Bretaña/Irlanda,2261/2016,2016-06-11 00:00:00,2016-06-05 00:00:00,Encuentro All Party Parlamentary Group,1654.2056074766354,26550.0,0.0,1500.0,0.0,6.0
"ESPINOLA, Carlos",2016,Frente para la Victoria,Reino Unido de Gran Bretaña/Irlanda,2261/2016,2016-06-09 00:00:00,2016-06-06 00:00:00,Encuentro All Party Parlamentary Group,1105.7142857142858,15480.0,0.0,900.0,0.0,3.0
"AGOSTINI, Marta Lucía",2016,Frente PRO,Cuba,2438/2016,2016-06-19 00:00:00,2016-06-16 00:00:00,Parlatino,800.0,11280.0,800.0,0.0,0.0,3.0
"LUENZO, Alfredo Héctor",2016,Chubut Somos Todos,Cuba,2438/2016,2016-06-20 00:00:00,2016-06-16 00:00:00,Parlatino,800.0,11280.0,800.0,0.0,0.0,4.0
"PILATTI VERGARA, María Inés",2016,Frente para la Victoria,Cuba,2438/2016,2016-06-25 00:00:00,2016-06-16 00:00:00,Parlatino,800.0,11280.0,800.0,0.0,0.0,9.0
"PINEDO, Federico",2016,Frente PRO,Estados Unidos,2453/2016,2016-06-24 00:00:00,2016-06-22 00:00:00,ONU,900.0,12780.0,900.0,0.0,0.0,2.0
"COBOS, Julio César",2016,Unión Cívica Radical,Estados Unidos,2453/2016,2016-06-25 00:00:00,2016-06-21 00:00:00,ONU,1200.0,16920.0,1200.0,0.0,0.0,4.0
"BOYADJIAN, Miriam Ruth",2016,Movimiento Popular Fueguino,Estados Unidos,2453/2016,2016-06-27 00:00:00,2016-06-22 00:00:00,ONU,1500.0,21300.0,1500.0,0.0,0.0,5.0
"FELLNER, Liliana Beatriz",2016,Frente para la Victoria,Panamá,2521/2016,2016-06-27 00:00:00,2016-06-22 00:00:00,Parlatino,1250.0,17750.0,1250.0,0.0,0.0,5.0
"BRAILLARD POCCARD, Néstor",2016,Frente PRO,Panamá,2521/2016,2016-06-27 00:00:00,2016-06-23 00:00:00,Parlatino,1000.0,14650.0,1000.0,0.0,0.0,4.0
"FELLNER, Liliana Beatriz",2016,Frente para la Victoria,Panamá,2952/2016,2016-07-30 00:00:00,2016-07-28 00:00:00,Parlatino,750.0,11400.0,750.0,0.0,0.0,2.0
"PINEDO, Federico",2016,Frente PRO,Chile,2834/2016,2016-07-13 00:00:00,2016-07-12 00:00:00,Homenaje Bicentenario de la Independencia Argentina,400.0,5920.0,400.0,0.0,0.0,1.0
"DE LA ROSA, María Graciela",2016,Frente para la Victoria,Chile,3335/2016,2016-09-04 00:00:00,2016-09-01 00:00:00,Parlatino,800.0,12080.0,800.0,0.0,0.0,3.0
"MERA, Dalmacio Enrique",2016,Frente para la Victoria,Chile,3335/2016,2016-09-03 00:00:00,2016-09-01 00:00:00,Parlatino,400.0,6040.0,400.0,0.0,0.0,2.0
"PAIS, Juan Mario",2016,Frente para la Victoria,Chile,3335/2016,2016-09-04 00:00:00,2016-09-01 00:00:00,Parlatino,400.0,6040.0,400.0,0.0,0.0,3.0
"FELLNER, Liliana Beatriz",2016,Frente para la Victoria,Chile,3335/2016,2016-09-02 00:00:00,2016-08-31 00:00:00,Parlatino,600.0,9060.0,600.0,0.0,0.0,2.0
"MENEM, Carlos Saúl",2016,Federalismo Y Liberación,Italia,3503/2016,2016-09-21 00:00:00,2016-09-15 00:00:00,Invitación especial como expresidente,1800.0,27450.0,1800.0,0.0,0.0,6.0
"RODRÍGUEZ SAÁ, Adolfo",2016,PJ de San Luis,Uruguay,3614/2016,2016-09-22 00:00:00,2016-09-19 00:00:00,Eurolat,800.0,12280.0,800.0,0.0,0.0,3.0
"ROZAS, Ángel",2016,Unión Cívica Radical,Uruguay,3614/2016,2016-09-22 00:00:00,2016-09-18 00:00:00,Eurolat,1000.0,16050.0,1000.0,0.0,0.0,4.0
"PEROTTI, Omar Ángel",2016,Frente para la Victoria,Uruguay,3614/2016,2016-09-21 00:00:00,2016-09-18 00:00:00,Eurolat,800.0,12840.0,800.0,0.0,0.0,3.0
"GIACOPPO, Silvia del Rosario",2016,Unión Cívica Radical,Uruguay,3614/2016,2016-09-22 00:00:00,2016-09-19 00:00:00,Eurolat,800.0,12280.0,800.0,0.0,0.0,3.0
"URTUBEY, Rodolfo Julio",2016,Frente para la Victoria,Uruguay,3542/2016,2016-09-29 00:00:00,2016-09-28 00:00:00,Seminario Parlamentario,400.0,6220.0,400.0,0.0,0.0,1.0
"LUENZO, Alfredo Héctor",2016,Chubut Somos Todos,Costa Rica,3812/2016,2016-10-02 00:00:00,2016-09-22 00:00:00,Congreso Nacional de Zonas Francas,1000.0,15350.0,1000.0,0.0,0.0,10.0
"GIACOPPO, Silvia del Rosario",2016,Unión Cívica Radical,Colombia,3957/2016,2016-10-04 00:00:00,2016-09-29 00:00:00,Plebiscito,800.0,12480.0,800.0,0.0,0.0,5.0
"FELLNER, Liliana Beatriz",2016,Frente para la Victoria,Panamá / Ecuador,3759/2016,2016-10-18 00:00:00,2016-10-13 00:00:00,Parlamento Latinoamericano,1350.0,20655.0,1350.0,0.0,0.0,5.0
"CREXELL, Carmen Lucila",2016,Movimiento Popular Neuquino,Suiza,3613/2016,2016-10-29 00:00:00,2016-10-19 00:00:00,Asamblea Unión Interparlamentaria,2461.3636363636365,37905.0,0.0,2100.0,0.0,10.0
"URTUBEY, Rodolfo Julio",2016,Frente para la Victoria,Suiza,3613/2016,2016-10-31 00:00:00,2016-10-20 00:00:00,Asamblea Unión Interparlamentaria,2461.3636363636365,37905.0,0.0,2100.0,0.0,11.0
"ROMERO, Juan Carlos",2016,Justicialista 8 De Octubre,Suiza,3613/2016,2016-10-29 00:00:00,2016-10-20 00:00:00,Asamblea Unión Interparlamentaria,1758.1168831168832,27075.0,0.0,1500.0,0.0,9.0
"OJEDA, José Anatolio",2016,Frente para la Victoria,Ecuador,3620/2016,2016-10-20 00:00:00,2016-10-17 00:00:00,Parlamento Latinoamericano Caribeño,600.0,9240.0,600.0,0.0,0.0,3.0
"ALMIRON, Ana Claudia",2016,Frente para la Victoria,Ecuador,3620/2016,2016-10-20 00:00:00,2016-10-17 00:00:00,Parlamento Latinoamericano Caribeño,800.0,12320.0,800.0,0.0,0.0,3.0
"ITÚRREZ de CAPPELLINI, Ada Rosa Del Valle",2016,Frente Cívico Por Santiago,Panamá,3805/2016,2016-10-17 00:00:00,2016-10-13 00:00:00,Parlamento Latinoamericano Caribeño,750.0,11475.0,750.0,0.0,0.0,4.0
"BOYADJIAN, Miriam Ruth",2016,Movimiento Popular Fueguino,Panamá,3805/2016,2016-10-17 00:00:00,2016-10-13 00:00:00,Parlamento Latinoamericano Caribeño,1250.0,19125.0,1250.0,0.0,0.0,4.0
"PINEDO, Federico",2016,Frente PRO,España / Suiza,3769/2016,2016-10-31 00:00:00,2016-10-20 00:00:00,Asamblea Unión Interparlamentaria,2461.3636363636365,37905.0,0.0,2100.0,0.0,11.0
"RODRÍGUEZ SAÁ, Adolfo",2016,PJ de San Luis,Panamá,4097/2016,2016-10-16 00:00:00,2016-10-13 00:00:00,Parlamento Latinoamericano Caribeño,750.0,11475.0,750.0,0.0,0.0,3.0
"GIACOPPO, Silvia del Rosario",2016,Unión Cívica Radical,Panamá,4219/2016,2016-10-19 00:00:00,2016-10-13 00:00:00,Parlamento Latinoamericano Caribeño,1000.0,15300.0,1000.0,0.0,0.0,6.0
"MIRKIN, Beatriz Graciela",2016,Frente para la Victoria,Uruguay,4412/2016,2016-10-28 00:00:00,2016-10-26 00:00:00,CEPAL,600.0,9240.0,600.0,0.0,0.0,2.0
"GIACOPPO, Silvia del Rosario",2016,Unión Cívica Radical,Uruguay,4412/2016,2016-10-27 00:00:00,2016-10-25 00:00:00,CEPAL,600.0,9240.0,600.0,0.0,0.0,2.0
"CASTILLO, Oscar Aníbal",2016,Frente Cívico Y Social De Catamarca,Estados Unidos,3445/2016,2016-11-13 00:00:00,2016-11-06 00:00:00,Veedor elecciones presidenciales E.E.U.U.,2100.0,33705.0,2100.0,0.0,0.0,7.0
"ABAL MEDINA, Juan Manuel",2016,Frente para la Victoria,Estados Unidos,3445/2016,2016-11-13 00:00:00,2016-11-06 00:00:00,Veedor elecciones presidenciales E.E.U.U.,1800.0,28890.0,1800.0,0.0,0.0,7.0
"GIACOPPO, Silvia del Rosario",2016,Unión Cívica Radical,México,4632/2016,2016-11-11 00:00:00,2016-11-08 00:00:00,Foro Parlamentario,1000.0,15150.0,1000.0,0.0,0.0,3.0
"RODRÍGUEZ MACHADO, Laura Elena",2016,Frente PRO,Alemania,4788/2016,2016-11-24 00:00:00,2016-11-20 00:00:00,"Programa de Estudio y Diálogo para Políticos
de Argentina",2315.88785046729,37170.0,0.0,2100.0,0.0,4.0
"LEGUIZAMÓN, María Laura",2016,Frente para la Victoria,España,4641/2016,2016-11-27 00:00:00,2016-11-25 00:00:00,Congreso Nacional Dificultades de Aprendizaje,1014.6496815286624,15930.0,0.0,900.0,0.0,2.0
"DE LA ROSA, María Graciela",2016,Frente para la Victoria,Panamá,4763/2016,2016-12-04 00:00:00,2016-12-01 00:00:00,Parlatino,1000.0,16050.0,1000.0,0.0,0.0,3.0
"KUNATH, Sigrid Elisabeth",2016,Frente para la Victoria,Panamá,4763/2016,2016-12-03 00:00:00,2016-12-01 00:00:00,Parlatino,750.0,12037.5,750.0,0.0,0.0,2.0
"OJEDA, José Anatolio",2016,Frente para la Victoria,Panamá,5002/2016,2016-12-04 00:00:00,2016-12-01 00:00:00,Parlatino,750.0,12037.5,750.0,0.0,0.0,3.0
"GIACOPPO, Silvia del Rosario",2016,Unión Cívica Radical,Panamá,5002/2016,2016-12-03 00:00:00,2016-12-01 00:00:00,Parlatino,750.0,12037.5,750.0,0.0,0.0,2.0
"FELLNER, Liliana Beatriz",2016,Frente para la Victoria,Panamá,5002/2016,2016-12-05 00:00:00,2016-12-01 00:00:00,Parlatino,1250.0,20062.5,1250.0,0.0,0.0,4.0
"LOVERA, Daniel Aníbal",2016,PJ La Pampa,Colombia,4495/2016,2016-12-12 00:00:00,2016-12-05 00:00:00,Conferencia Regional de Medellín 2016,1400.0,22540.000000000004,1400.0,0.0,0.0,7.0
"PAIS, Juan Mario",2016,Frente para la Victoria,Panamá,4984/2016,2016-12-05 00:00:00,2016-12-01 00:00:00,Parlatino,1000.0,16050.0,1000.0,0.0,0.0,4.0
"LEGUIZAMÓN, María Laura",2016,Frente para la Victoria,Emiratos Árabes Unidos,5524/2016,2016-12-14 00:00:00,2016-12-09 00:00:00,"Cumbre de Presidentas de Parlamento Unidas
para configurar el futuro",0.0,0.0,0.0,0.0,0.0,5.0
"PINEDO, Federico",2017,Frente PRO,Alemania/Suiza/Reino Unido de Gran  Bretaña,5420/2016,2017-02-05 00:00:00,2017-01-14 00:00:00,"""International Democrat Union Executive Meeting"",
""Committee on the Human Rights of Parlamentarians"", Visita al Parlamento del Reino Unido",2423.0769230769233,37800.0,0.0,2100.0,0.0,22.0
"CREXELL, Carmen Lucila",2017,Movimiento Popular Neuquino,Gran Bretaña/ Irlanda del Norte,5534/2016,2017-02-07 00:00:00,2017-01-27 00:00:00,Grupo Parlamentario de Amistad Gran Bretaña - Argentina,2347.826086956521,37800.0,0.0,2100.0,0.0,11.0
"URTUBEY, Rodolfo Julio",2017,Frente para la Victoria,Gran Bretaña/ Irlanda del Norte,5534/2016,2017-02-05 00:00:00,2017-01-28 00:00:00,Grupo Parlamentario de Amistad Gran Bretaña - Argentina,2423.0769230769233,37800.0,0.0,2100.0,0.0,8.0
"PEREYRA, Guillermo",2017,Movimiento Popular Neuquino,España,333/2017,2017-02-28 00:00:00,2017-02-18 00:00:00,Comitiva oficial del Ministerio de Trabajo,1384.6153846153848,21600.0,0.0,1200.0,0.0,10.0
"PETCOFF NAIDENOFF, Luis Carlos",2017,Unión Cívica Radical,España,333/2017,2017-02-26 00:00:00,2017-02-20 00:00:00,Comitiva oficial del Ministerio de Trabajo,1358.4905660377358,21600.0,0.0,1200.0,0.0,6.0
"PILATTI VERGARA, María Inés",2017,Frente para la Victoria,Ecuador,303/2017,2017-02-21 00:00:00,2017-02-16 00:00:00,Comicios generales en la Republica del Ecuador,1200.0,18720.0,1200.0,0.0,0.0,5.0
"COBOS, Julio César",2017,Unión Cívica Radical,Chile,305/2017,2017-02-13 00:00:00,2017-02-12 00:00:00,Bicentenario del Cruce de los Andes y la Batalla de Chacabuco,400.0,6240.0,400.0,0.0,0.0,1.0
"URTUBEY, Rodolfo Julio",2017,Frente para la Victoria,Estados Unidos,179/2017,2017-02-19 00:00:00,2017-02-12 00:00:00,"Audiencia Parlamentaria Anual de la Unión Interparlamentaria
""El mundo azul""",900.0,14040.0,900.0,0.0,0.0,7.0
"ROZAS, Ángel",2017,Unión Cívica Radical,Estados Unidos,179/2017,2017-02-20 00:00:00,2017-02-11 00:00:00,"Audiencia Parlamentaria Anual de la Unión Interparlamentaria
""El mundo azul""",2100.0,32760.0,2100.0,0.0,0.0,9.0
"SOLANAS, Fernando Ezequiel",2017,Proyecto Sur-UNEN,Italia,5598/2016,2017-02-10 00:00:00,2017-02-01 00:00:00,"""Encuentro Ética en Acción""",2362.5,37800.0,0.0,2100.0,0.0,9.0
"FELLNER, Liliana Beatriz",2017,Frente para la Victoria,Panamá,258/2017,2017-02-22 00:00:00,2017-02-19 00:00:00,"""Parlamento Latinoamericano""",1000.0,15600.0,1000.0,0.0,0.0,3.0
"LUENZO, Alfredo Héctor",2017,Chubut Somos Todos,Chile,332/2017,2017-02-13 00:00:00,2017-02-12 00:00:00,Bicentenario del Cruce de los Andes y la Batalla de Chacabuco,400.0,6240.0,400.0,0.0,0.0,1.0
"AGUILAR, Eduardo",2017,Frente para la Victoria,Bélgica,341/2017,2017-03-16 00:00:00,2017-03-07 00:00:00,Conferencia Parlamentaria sobre OMC,2400.0,37800.0,0.0,2100.0,0.0,9.0
"COBOS, Julio César",2017,Unión Cívica Radical,República de Azerbaiyán,515/2017,2017-03-19 00:00:00,2017-03-13 00:00:00,5º Foro Global de Bakú,1800.0,28260.0,1800.0,0.0,0.0,6.0
"LINARES, Jaime",2017,Gen,Alemania,550/2017,2017-03-16 00:00:00,2017-03-09 00:00:00,Convención de la Alianza Progresista,2400.0,37800.0,0.0,2100.0,0.0,7.0
"FELLNER, Liliana Beatriz",2017,Frente para la Victoria,México,585/2017,2017-03-26 00:00:00,2017-03-22 00:00:00,Parlamento Latinoamericano y Caribeño,1250.0,19750.0,1250.0,0.0,0.0,4.0
"LUENZO, Alfredo Héctor",2017,Chubut Somos Todos,México,541/2017,2017-03-26 00:00:00,2017-03-22 00:00:00,Parlamento Latinoamericano y Caribeño,1250.0,19750.0,1250.0,0.0,0.0,4.0
"CREXELL, Carmen Lucila",2017,Movimiento Popular Neuquino,Bangladesh,646/2017,2017-04-05 00:00:00,2017-03-28 00:00:00,136º Asamblea de la Unión Interparlamentaria,2100.0,33180.0,2100.0,0.0,0.0,8.0
"PINEDO, Federico",2017,Frente PRO,Bangladesh,646/2017,2017-04-05 00:00:00,2017-03-31 00:00:00,136º Asamblea de la Unión Interparlamentaria,1800.0,28080.0,1800.0,0.0,0.0,5.0
